[INFO] (lattice_cell.c: 543): starting lattice cell
[INFO] (lattice_cell.c: 465): Initialise: started
[INFO] (data_specification.c: 78): magic = ad130ad6, version = 1.0
[INFO] (lattice_cell.c: 494): my key is 736
[INFO] (lattice_cell.c: 501): I'm in position ( 9, 2)
[INFO] (lattice_cell.c: 507): my n key is 82
[INFO] (lattice_cell.c: 513): my U_X = -0.009051482193171978
[INFO] (lattice_cell.c: 514): my U_Y = 0.00040450849337503314
[INFO] (lattice_cell.c: 522): input_buffer initialised
[INFO] (recording.c: 563): Recording 1 regions, using output tag 0, size before trigger 7686392, time between triggers 50
[INFO] (recording.c: 665): Recording channel 0 configured to use 7686136 byte memory block starting at 0x668e2fbc
[INFO] (lattice_cell.c: 527): Recording flags = 0x00000001
[INFO] (lattice_cell.c: 555): setting timer to execute every 2000 microseconds
[INFO] (lattice_cell.c: 563): Starting

[INFO] (simulation.c: 159): Setting the runtime of this model to 50 starting at 0
[INFO] (simulation.c: 161): Setting the flag of infinite run for this model to 0
[INFO] (simulation.c: 175): Resuming
[INFO] (lattice_cell.c: 401): on tick 0 of 50
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037925617 w=1038337705 s=1038735529 e=1038301511, nw=1021165537 sw=1021977415 se=102193925512008 ne=16
[INFO] (lattice_cell.c: 374): the key I receive is 17
[INFO] (lattice_cell.c: 374): the key I receive is 18
[INFO] (lattice_cell.c: 374): the key I receive is 19
[INFO] (lattice_cell.c: 374): the key I receive is 20
[INFO] (lattice_cell.c: 374): the key I receive is 21
[INFO] (lattice_cell.c: 374): the key I receive is 22
[INFO] (lattice_cell.c: 374): the key I receive is 657
[INFO] (lattice_cell.c: 374): the key I receive is 660
[INFO] (lattice_cell.c: 374): the key I receive is 663
[INFO] (lattice_cell.c: 374): the key I receive is 656
[INFO] (lattice_cell.c: 374): the key I receive is 659
1021131309
[16, 1037925615, 17, 1038341986, 18, 1038735527, 19, 1038297248, 20, 1021169589, 21, 1021981928, 22, 1021934761, 657, 1038326509, 660, 1021154952, 663, 1021141874, 656, 1037925625, 659, 1038312683]
[INFO] (lattice_cell.c: 180): current_key = 16, current_payload = 1037925632.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 374): the key I receive is 23
[INFO] (lattice_cell.c: 374): the key I receive is 662
[INFO] (lattice_cell.c: 374): the key I receive is 658
[INFO] (lattice_cell.c: 374): the key I receive is 661
[INFO] (lattice_cell.c: 401): on tick 1 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 2 states
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037921562 w=1038340958 s=1038731472 e=1038304762, nw=1021168797 sw=1021980658 se=1021942501 ne=1021134568
[23, 1021127276, 662, 1021951036, 658, 1038735537, 661, 1021965612]
[INFO] (lattice_cell.c: 180): current_key = 23, current_payload = 1021127296.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 662, current_payload = 1021951040.0, direction = 6
[INFO] (lattice_cell.c: 180): current_key = 658, current_payload = 1038735552.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 374): the key I receive is 655
[INFO] (lattice_cell.c: 374): the key I receive is 728
[INFO] (lattice_cell.c: 374): the key I receive is 729
[INFO] (lattice_cell.c: 374): the key I receive is 730
[INFO] (lattice_cell.c: 374): the key I receive is 731
[INFO] (lattice_cell.c: 374): the key I receive is 656
[INFO] (lattice_cell.c: 374): the key I receive is 657
[INFO] (lattice_cell.c: 374): the key I receive is 658
[INFO] (lattice_cell.c: 401): on tick 2 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 0 states
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
120120088
[INFO] (lattice_cell.c: 374): the key I receive is 9
[INFO] (lattice_cell.c: 374): the key I receive is 10
051037921200812
15621200813
1038340958103873147210383047621021168797102198065810219425011021134568
[655, 1021101195, 728, 1037884904, 729, 1038336899, 730, 1038779468, 731, 1038300705, 656, 1037925625, 657, 1038326509, 658, 1038735537, 8, 1037883455, 9, 1038344092, 10, 1038779976, 12, 1021130606, 13, 1022024151]
[INFO] (lattice_cell.c: 180): current_key = 655, current_payload = 1021101184.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 728, current_payload = 1037884928.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 729, current_payload = 1038336896.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 730, current_payload = 1038779456.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 731, current_payload = 1038300736.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 656, current_payload = 1037925632.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 657, current_payload = 1038326528.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 658, current_payload = 1038735552.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 8, current_payload = 1037883456.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038344064.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 10, current_payload = 1038779968.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 12, current_payload = 1021130624.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022024128.0, direction = 5
[INFO] (lattice_cell.c: 374): the key I receive is 732
[INFO] (lattice_cell.c: 374): the key I receive is 648
[INFO] (lattice_cell.c: 374): the key I receive is 733
[INFO] (lattice_cell.c: 374): the key I receive is 16
[INFO] (lattice_cell.c: 374): the key I receive is 19
[INFO] (lattice_cell.c: 374): the key I receive is 659
[INFO] (lattice_cell.c: 374): the key I receive is 660
[INFO] (lattice_cell.c: 374): the key I receive is 661
[INFO] (lattice_cell.c: 374): the key I receive is 656
[INFO] (lattice_cell.c: 374): the key I receive is 8
[INFO] (lattice_cell.c: 374): the key I receive is 9
[INFO] (lattice_cell.c: 401): on tick 3 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 3 states
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037914625 w=1038353596 s=1038742871 e=1038300552, nw=1021167887 sw=1021943479 se=1021947527 ne=1021121618
[732, 1021124722, 648, 1037884906, 733, 1022021456, 16, 1037917258, 19, 1038297248, 659, 1038312683, 660, 1021154952, 661, 1021965612, 656, 1037921568, 8, 1037883022, 9, 1038349596]
[INFO] (lattice_cell.c: 180): current_key = 732, current_payload = 1021124736.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 648, current_payload = 1037884928.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 733, current_payload = 1022021440.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 16, current_payload = 1037917248.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 19, current_payload = 1038297216.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 659, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 660, current_payload = 1021154944.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021965632.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 656, current_payload = 1037921536.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 8, current_payload = 1037883008.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
